attribute_id,sku_id,color,size,material,gender,season
bced3d8f-3578-465a-b24f-a43203203f36,SKU015384,Blue,S,Cotton,Women,Summer
37ca84de-5f36-4191-b9fc-a76df26db0b4,SKU015385,Blue,L,Cotton,Men,All Season
11fc14eb-46e7-4ced-9794-fe749aae46f2,SKU015386,Black,M,Leather,Women,All Season
f8b92b4d-1a87-4bb1-ab9e-6df9d9b3774d,SKU015387,Blue,XXL,Leather,Men,Summer
388335e5-a4d9-40fd-9003-f594d9e75f0e,SKU015388,Blue,XS,Leather,Women,All Season
41cd2bb3-c5ba-4c1c-a03e-c1662a2dc8d0,SKU015389,Green,XXXL,Cotton,Women,Summer
0d30458f-78cb-4ffd-bdce-5a5a4598297a,SKU015390,White,S,Denim,Men,Summer
198b8857-377a-4d3a-93c0-7309437f7b0c,SKU015391,Green,M,Polyester,Men,Winter
2294aaeb-3f31-4e29-9026-8080c56fd855,SKU015392,Green,XL,Leather,Women,Winter
60c3fbe6-a9be-4b6c-befe-4e2d0f0711ec,SKU015393,Black,XL,Leather,Women,All Season
06623398-fce1-42c3-9b1b-7537282e32d9,SKU015394,Blue,M,Denim,Men,Summer
70198175-e4a5-489a-88b2-f8b853bd3e5c,SKU015395,Green,M,Leather,Men,All Season
d43c1b2c-e053-4bfd-ad5e-86999ef3b2f3,SKU015396,Green,XL,Leather,Men,All Season
b3560450-7a53-4caa-969a-3e904c713065,SKU015397,Red,XS,Denim,Men,All Season
ef68716a-8fbe-4116-b55c-474d22a6c2cf,SKU015398,Blue,XL,Leather,Men,Winter
74274bd9-7b70-47d0-b1ca-469085587308,SKU015399,Black,XS,Polyester,Women,Summer
a5b3acf6-8549-48d9-aaff-1c191f374f29,SKU015400,Blue,XXL,Leather,Women,Summer
e513a50e-9072-428f-b220-e2bb01008e15,SKU015401,Black,S,Leather,Men,All Season
7295967c-ff0b-4346-b1d7-fbf58fa8c388,SKU015402,Green,XXXL,Cotton,Men,Summer
f110adbe-bb32-4acd-a728-442f1ac347b5,SKU015403,White,XXL,Leather,Men,Winter
19fca223-4138-4045-8a21-b0ce99e6ce8e,SKU015404,White,XL,Cotton,Women,Winter
ecc050c1-0458-41ff-acc0-85dddb69ee99,SKU015405,Red,M,Leather,Men,Winter
1f1ab658-e114-426f-b117-7eae2ad43d91,SKU015406,Red,S,Cotton,Men,Winter
be44a8e7-e5b6-443f-8c4a-57afe2b703bc,SKU015407,Red,XXL,Polyester,Men,Winter
3cc14ad5-98b7-460e-a475-22d36a125568,SKU015408,Green,L,Denim,Women,All Season
afe0d0c1-4a2b-4ee3-9cd8-23d836b8624f,SKU015409,Black,L,Leather,Women,All Season
ae9e3524-2a79-45b1-b500-e2a4088283f2,SKU015410,White,XS,Cotton,Women,All Season
aa57f9ed-c9f8-4da2-a0d4-cfee4727d247,SKU015411,White,L,Cotton,Men,All Season
b9ce1cd6-dfeb-4391-873f-ef28e2c74de0,SKU015412,White,XXL,Leather,Women,Summer
ab89a8a9-bff6-403b-826d-b857913a3291,SKU015413,Red,L,Denim,Women,Summer
0c72b786-acbb-4785-a2e7-8b76522c9dbd,SKU015414,Red,XS,Polyester,Men,Winter
7d60b498-83f4-4d78-8bf5-b9da1d7830c4,SKU015415,Blue,XXL,Cotton,Women,Summer
679f5a62-378b-4112-8f33-4dbf869fc978,SKU015416,White,L,Polyester,Men,All Season
e991c336-e45b-44c4-8315-dfc298660d8f,SKU015417,Green,XXL,Polyester,Women,Summer
b52e29b5-ff51-4685-b01f-8920076d3344,SKU015418,Blue,XXXL,Polyester,Women,All Season
8a1ad810-cb73-4622-a2cc-e216578cdb3b,SKU015419,Blue,XXL,Polyester,Women,All Season
c8d15ad8-8fd8-4e6c-949b-fd552470b02a,SKU015420,Blue,L,Leather,Men,Summer
ad9d9734-124d-4d2b-9d09-3085bdea2875,SKU015421,Green,XS,Cotton,Men,Winter
7266dd8a-e662-46d7-bb6e-f888d89acb70,SKU015422,Black,XL,Denim,Women,Winter
30f98c4c-41fc-40e4-9d82-100d7757ea3a,SKU015423,Red,XL,Leather,Men,Winter
805eb10e-7791-4bc7-b5c1-53d23f45c808,SKU015424,Black,L,Leather,Men,Winter
7d762920-febe-4288-874d-352b763057f9,SKU015425,White,L,Polyester,Men,Winter
51adbcb5-c8f3-40e6-a622-e41babc653d4,SKU015426,Green,XL,Denim,Women,Winter
8bb7eed0-f6b5-4be6-9177-8faf68a28e6c,SKU015427,White,L,Leather,Men,All Season
7dbd95b4-0d57-48a7-844b-cf72b97a7ee4,SKU015428,Black,XL,Cotton,Women,Winter
c076f300-0a0a-427b-83cc-8debffbd9e8c,SKU015429,Red,XXL,Leather,Women,Summer
c0986b8e-596a-4947-a4fd-b5819291ddf0,SKU015430,Red,M,Polyester,Men,Winter
de3bbdb7-4026-432c-af45-aa769e36e832,SKU015431,White,S,Cotton,Men,All Season
98d0707d-3865-45ea-bd20-2c1ace38bd1b,SKU015432,Red,S,Leather,Men,All Season
32fc6548-7b9f-4073-8ec2-cc2f864fc471,SKU015433,Green,XXL,Denim,Men,Summer
3ac3f1b4-f954-4061-ab70-240831b2f6c2,SKU015434,Green,XXL,Leather,Women,Winter
99d8c119-460d-4d5f-b7b7-bcc12a5bfa17,SKU015435,Black,XXXL,Denim,Women,Winter
5d101ba6-6e2a-466c-92aa-ffacb6c2f3dc,SKU015436,Red,XS,Leather,Men,Winter
2c2c64d5-3855-45e7-80f5-199d0a7907ef,SKU015437,Black,XL,Polyester,Women,Winter
149861a9-d269-4b3e-a09d-99ef3756683e,SKU015438,White,XS,Polyester,Men,Winter
7c9853df-4c60-4c45-97fb-81f392e87a67,SKU015439,Blue,XL,Denim,Women,Winter
3d8e0ae1-1bba-4ed9-b161-02ba388d8bd2,SKU015440,Blue,XXXL,Leather,Women,Summer
d6cd5a6b-10ec-4eb0-9475-009543c55498,SKU015441,Green,S,Cotton,Men,All Season
02265706-c066-4a80-a150-4c845ce79aef,SKU015442,Red,L,Polyester,Men,Winter
6553a709-4920-4251-aa43-b4df757be8b3,SKU015443,Blue,XS,Leather,Men,Summer
3d9d4a7c-3fa3-47f9-bbaf-05f42bab3bcb,SKU015444,Red,L,Polyester,Women,Summer
adcd53c1-d868-4326-bba5-31db31ada081,SKU015445,Red,XXL,Polyester,Men,Winter
34932502-4802-41dd-8300-d5f2c4c807d3,SKU015446,Red,L,Polyester,Men,Winter
76752ee9-1d9d-4c48-a776-27702f1bc4ae,SKU015447,Black,L,Leather,Women,All Season
eb8e1854-63f3-4db6-b720-21d3e182a1a3,SKU015448,Blue,XXXL,Polyester,Men,All Season
fc5824a1-53d6-4603-972b-8f07a33c9394,SKU015449,Blue,L,Polyester,Men,Winter
65d28901-c440-48a5-a95a-2a275212c36d,SKU015450,White,L,Cotton,Men,Summer
c9da71f7-f971-456e-af2a-254fb7d0d42e,SKU015451,Green,L,Cotton,Women,Summer
478d0077-8150-4686-a75e-5fca24726f41,SKU015452,Green,S,Cotton,Women,All Season
1818310e-647d-4fd0-b616-49b1176635d4,SKU015453,Blue,XXL,Denim,Men,Winter
99b80442-a737-42cd-9208-7f761f990b67,SKU015454,Black,XL,Polyester,Women,Winter
711ce2b3-2965-4851-9a91-1d3920bbf1d6,SKU015455,Blue,XXXL,Leather,Men,Summer
51859a2e-9418-460a-acbe-c3ffa580f5aa,SKU015456,Red,S,Leather,Men,Summer
457fa88c-57ed-4004-83c2-ede75d875515,SKU015457,Green,XXXL,Leather,Women,Summer
21b923b4-b43a-4258-bf78-7d267680ca0c,SKU015458,Green,M,Polyester,Men,All Season
f6b8118c-39cd-4094-afd0-53c153aa0ab8,SKU015459,Black,XS,Cotton,Women,All Season
a5f8d21c-3897-4b42-a1ab-42f7003a9468,SKU015460,Black,XL,Denim,Men,Summer
5118d289-8b8f-4cca-a030-c5d2258858a1,SKU015461,White,XXL,Leather,Men,Summer
56cfb549-c9b6-4d1d-8f8b-6ffbdd1c6100,SKU015462,Red,M,Leather,Women,Summer
bc618387-c5d4-4c59-8d54-080a35287b35,SKU015463,Red,XXXL,Cotton,Women,Winter
1d2ace10-b188-4128-b6c8-785f5022be20,SKU015464,Red,M,Polyester,Men,Summer
029e01ba-0474-447a-b551-d135bf1b150e,SKU015465,Green,XXL,Leather,Women,Winter
1d3e224b-6b9d-4916-9db5-bb84ba3f8c7c,SKU015466,Red,S,Polyester,Men,Winter
40bcb504-0aec-4869-8610-8d42358abee1,SKU015467,White,XL,Denim,Men,Summer
29b8ea72-dac9-49e4-b9e2-87740cdbe069,SKU015468,Green,XS,Polyester,Women,Winter
a3d85074-b251-47f7-872c-406d8f53b2d6,SKU015469,Blue,XXL,Denim,Men,Winter
e02e4f11-371f-4a1a-9592-b144c4ddb85f,SKU015470,Red,XS,Polyester,Women,Winter
9b88d23b-183d-4dd4-84be-5bee5bb41ba5,SKU015471,Red,S,Denim,Women,All Season
d1223db8-d68c-44d9-bad9-4dd4c2a0303e,SKU015472,Green,XL,Cotton,Men,Summer
1e20b04c-b1c7-43d8-bd49-325a9331716a,SKU015473,Blue,XXXL,Leather,Men,Winter
ed541580-c177-4536-8485-1092899ea7d1,SKU015474,Blue,S,Cotton,Women,Summer
f8c03e67-3931-4a56-a214-6283281b6f69,SKU015475,White,M,Cotton,Men,All Season
e9ecaa36-98f3-403d-ae2f-11745bc38325,SKU015476,Blue,XXL,Cotton,Men,Winter
5e05070a-0b3b-4e31-ab64-031d49b544be,SKU015477,White,XL,Denim,Men,Winter
0c2af59b-7306-4e14-8159-8a43d72085b0,SKU015478,Red,S,Denim,Women,All Season
2b51e0dd-9585-4030-9fb4-a53000b40003,SKU015479,Blue,XXXL,Polyester,Women,All Season
5eb4dbc0-0971-40a6-b6ad-68d643bc23e8,SKU015480,Green,M,Leather,Women,Summer
79e0118a-16de-423c-8c8b-4756b620d3f0,SKU015481,White,S,Denim,Men,All Season
4f157626-1a49-43d1-9cd0-7acc149befb2,SKU015482,White,XS,Cotton,Women,Summer
a52a931a-f6da-42e8-9cc7-ba2e6f0979a2,SKU015483,Red,M,Denim,Men,Summer
e0bc3b46-14a1-4ccc-810c-cad87f820c6b,SKU015484,Black,M,Polyester,Men,Winter
bdbeaef6-38e7-4cd4-9784-770d51b13ecf,SKU015485,White,XXXL,Cotton,Women,Summer
9a67a964-7ac5-4145-b893-a08fbae67e15,SKU015486,Black,XS,Denim,Women,Summer
2ef08340-f2c1-432f-b8ca-5646157cf4a8,SKU015487,White,XS,Polyester,Women,All Season
c1a26799-feaf-4537-9395-a4aeaf77fdb0,SKU015488,Green,XXL,Leather,Men,Summer
67c80d2f-80e4-4ea7-bcc1-f979b5e694f1,SKU015489,Black,XXXL,Denim,Women,Summer
be6c9a64-a578-4982-8e79-f3541691e7e9,SKU015490,Red,XS,Leather,Women,Winter
bd96f48e-fc39-4353-a59e-bd0c764d98d4,SKU015491,Red,M,Denim,Men,All Season
e6046bfa-7a1d-4bee-a6b4-06bcfd42e6b3,SKU015492,Red,XL,Leather,Women,Winter
191305aa-33cf-4a33-83b1-ff2b445c9c2d,SKU015493,Blue,L,Denim,Women,Summer
bb4a6f90-c0bc-4665-840e-7718187ecc9a,SKU015494,Black,XXXL,Cotton,Men,Summer
9e064935-bf8d-4629-bef0-fabae1e60ef4,SKU015495,Blue,M,Denim,Women,Winter
d1fb343e-729f-486e-b221-ae206eb67b14,SKU015496,White,XXXL,Leather,Men,All Season
9b07324a-13d1-4ee2-ab62-93452d7d366e,SKU015497,Blue,L,Cotton,Women,Winter
8d221a83-05b1-4f6b-825b-15edb1a2ee88,SKU015498,Green,XXL,Denim,Women,Summer
3f629eed-0b2e-4194-99f1-1251f70e8e12,SKU015499,Blue,XXXL,Denim,Women,Summer
9b65d501-2c2f-45c9-ac5b-ece6964030be,SKU015500,Green,XL,Polyester,Women,Summer
86eac7c9-da7f-437f-ac91-faae6ed4de3d,SKU015501,Green,XS,Leather,Men,All Season
b2990a72-a56d-4c32-ae54-821c9af5997a,SKU015502,Blue,XS,Polyester,Women,Summer
1ea6a320-7088-416b-83b4-f7d0f90cac02,SKU015503,Green,XXXL,Denim,Men,Winter
b9cf2763-8703-4eb8-aaff-9d7d44574512,SKU015504,White,S,Cotton,Women,Summer
f48efa5f-3233-4e2d-ac3d-87d26b3932c6,SKU015505,Black,L,Leather,Women,Summer
2d4f2af8-03ac-4d20-89d6-3f12c19aabc2,SKU015506,Blue,S,Denim,Women,All Season
8860f279-28c4-4bdc-86f1-e5aebd051b9d,SKU015507,White,M,Denim,Men,Winter
9159794b-191e-45bf-a029-eceed1b9ee58,SKU015508,Black,XS,Denim,Women,Winter
d4222e08-2a84-4a0a-84ad-cf2b59f84a23,SKU015509,Green,XS,Polyester,Women,All Season
70c19fe6-115a-46bd-a6bd-d2de6bd89cf7,SKU015510,Black,M,Polyester,Men,Summer
3dd7e6da-6457-4621-b789-c90fa1e7a654,SKU015511,White,L,Cotton,Women,All Season
d44dd15c-d8fb-4d29-a37f-92baee01b374,SKU015512,White,XS,Polyester,Women,All Season
00b35016-1c10-4a7d-a3ff-54dfd10b99c1,SKU015513,White,XXXL,Leather,Men,Summer
7b616fd2-3006-4fb0-a412-89da18710c97,SKU015514,Green,L,Leather,Women,Summer
9902cf55-eda5-403a-8dfe-e8fdcfd6db0d,SKU015515,Red,XXXL,Leather,Men,Winter
0de7092f-b91c-41d1-b561-f5ce5f8b4038,SKU015516,Green,XS,Polyester,Men,Winter
7f894fc8-55cc-40bc-90c5-09187b418988,SKU015517,Green,S,Polyester,Women,All Season
def4168c-861c-4687-8adc-e6a02b1c0ca3,SKU015518,White,M,Leather,Women,Winter
e74e56d7-975d-432f-ae75-7102582b6817,SKU015519,Green,XXXL,Leather,Men,Winter
cbbc0e03-c9eb-4a76-a2e5-c88a4dd7b431,SKU015520,Red,XL,Polyester,Men,All Season
442d3d79-0bd0-432e-9a4c-96ba2e4f1a59,SKU015521,Black,L,Leather,Men,All Season
4a797f34-73e2-4ced-b5f7-e360f5ee19d9,SKU015522,Green,XS,Leather,Men,Winter
36c50372-2dc2-4518-97e3-a030a2d4bdd1,SKU015523,White,S,Denim,Women,Summer
641d27ca-92fb-4eaf-9e5e-10b21bddb5f2,SKU015524,Black,XL,Cotton,Men,Winter
83f71fd4-56e2-4e90-8fec-0b44ec16ed71,SKU015525,White,M,Leather,Men,Winter
bbfe766a-2403-463f-9e2d-34e9b05e3334,SKU015526,White,XS,Cotton,Women,Winter
4864bd89-223e-4498-b607-74c5aec49501,SKU015527,Blue,M,Leather,Men,Winter
7c8a3af7-ca69-4c4e-bb9f-7b759f0f4198,SKU015528,Black,S,Leather,Men,Winter
2fc52f15-e175-40cf-90cd-520f6b88df18,SKU015529,Blue,XXL,Polyester,Women,Summer
88860d34-094f-4b21-9ce3-2d3fb12b208c,SKU015530,Black,XS,Leather,Men,All Season
e45e225a-547d-4aca-9ce0-da2d23234c47,SKU015531,Blue,XXL,Polyester,Women,All Season
1f11ae32-a249-4930-946a-331054d53493,SKU015532,Black,XL,Denim,Men,Winter
768b2406-2e7d-43e4-9f3e-761c6523274b,SKU015533,Black,S,Leather,Men,All Season
38712883-7d2b-4eed-9af5-51466118b427,SKU015534,Green,XXXL,Denim,Women,All Season
fd011075-11ad-4286-b2bd-f286e5c9b0c4,SKU015535,Red,XXXL,Polyester,Men,All Season
aa6e57ab-9a8d-4f2a-a329-5ecb0bd1ea6d,SKU015536,Blue,XXXL,Cotton,Men,All Season
40911557-00bf-43ac-b659-9ae629f12418,SKU015537,Blue,M,Cotton,Men,Summer
5b7095fc-862e-4adc-8ef2-e8d9261cd6f7,SKU015538,White,XXL,Denim,Women,All Season
de4bde0f-e4cb-4ff9-9da9-738aaf241166,SKU015539,Blue,S,Polyester,Men,Winter
7a005617-2abc-4445-bda1-c7314646f5ee,SKU015540,Red,XL,Cotton,Women,Summer
997cff48-b89a-4c51-89b2-808e01101bae,SKU015541,Green,XXXL,Leather,Women,Summer
24e40b6e-8e6b-4547-b69e-3cd3049053dc,SKU015542,White,XXXL,Leather,Women,Summer
4588787f-14ca-48cb-896a-6482ac81486a,SKU015543,Blue,XXL,Polyester,Women,Summer
be79a160-c917-4d17-ac87-cb751f6c380e,SKU015544,Blue,S,Cotton,Women,All Season
09deb883-6ebe-4776-8297-17eed5e8a70c,SKU015545,White,L,Polyester,Women,All Season
cc30d7f6-3037-4964-829e-aa52d5f58953,SKU015546,Green,XS,Polyester,Women,Summer
abd60d00-24ad-4530-a61b-79776170c7ad,SKU015547,Green,XS,Cotton,Men,Winter
15bb49b0-2525-4f7d-8c4a-1d12b793b195,SKU015548,Blue,S,Polyester,Men,Summer
be8f70d4-ca42-4122-9c4e-b9e9fe751622,SKU015549,Red,XXXL,Cotton,Women,Summer
04dd2d2e-1443-479d-9573-9b4a873040e4,SKU015550,Black,L,Polyester,Men,Winter
a2a71150-7e39-4d1a-b836-b3a15994645c,SKU015551,Black,S,Polyester,Men,Summer
914b47c9-2000-4683-8ce8-dbd06ecffbfb,SKU015552,Green,XL,Denim,Men,Winter
5508f1f1-d514-4cb6-9513-e8a9cdc1c358,SKU015553,Black,XL,Denim,Women,All Season
392f686e-63cf-489c-97e7-995395050269,SKU015554,Blue,M,Denim,Men,All Season
4d35b3d3-2f87-4218-94b9-faa536a4f125,SKU015555,White,XL,Polyester,Women,Winter
cb235f47-2815-4c37-81fc-d89d91fe8ce5,SKU015556,Blue,XL,Leather,Men,Summer
303dd17e-3e65-485c-be61-4ef67220be57,SKU015557,Green,M,Cotton,Women,Summer
64d37c26-c663-41c1-84e4-32ee991e2ed4,SKU015558,White,L,Leather,Women,All Season
a95927a8-e91d-42ed-abfd-da08fae1834c,SKU015559,Green,M,Cotton,Women,Winter
414f00f1-21b7-4f13-85d8-055119d36aa0,SKU015560,Red,XS,Cotton,Women,Winter
be9bcc38-0177-4b3d-8cab-a85905d1b316,SKU015561,Red,L,Polyester,Women,All Season
5052841c-c6c6-403e-b9fd-5e4f000f6a94,SKU015562,Blue,S,Leather,Women,Winter
2fce07ee-7902-4eec-bd3e-3799aafafc17,SKU015563,Green,M,Polyester,Women,All Season
9be728a2-c5d5-4473-bc82-aa481bdc72e6,SKU015564,Black,XS,Leather,Men,All Season
4e5dac2e-99b7-4835-a2ca-6f923f84cbbd,SKU015565,White,XL,Leather,Women,All Season
1aa02584-82d8-4d46-8558-9cbaff3152b1,SKU015566,Blue,M,Denim,Men,Winter
a11f0365-0314-42e7-8122-9e9cef65cad0,SKU015567,Red,XL,Denim,Men,Summer
f2ac972f-2957-4dfd-a3b7-0db4ed200ab7,SKU015568,Blue,S,Leather,Men,Summer
588d2912-07df-49d9-9a00-8d95055afe3f,SKU015569,White,L,Polyester,Men,Winter
9b2a0ff0-7689-4499-a291-aedb501bd652,SKU015570,White,M,Denim,Men,Summer
ddce2063-519b-4c36-ab9f-a26de1ff45ba,SKU015571,Red,XXXL,Leather,Men,Summer
69cc4939-7e81-450d-a6e8-8088b9b3c944,SKU015572,White,M,Polyester,Women,Summer
a1c3af68-36bb-462f-bdaf-242fc7575645,SKU015573,White,XL,Denim,Men,Winter
5cffac29-d103-4ddd-afbc-45c420aac430,SKU015574,Blue,XXXL,Cotton,Women,Winter
6834491e-366b-4986-8e3f-9e02c5d5150f,SKU015575,Blue,L,Polyester,Women,Summer
2dfad821-c779-4789-acf8-1df0ccda4fff,SKU015576,Black,XS,Leather,Men,Winter
fcbb9c2d-2c4f-402b-ad50-45635e5d6605,SKU015577,Blue,M,Polyester,Women,Winter
24555582-c588-4129-9816-d9a8b2ac8eea,SKU015578,Green,L,Leather,Women,All Season
96bcdad4-8799-4b9e-8cca-cebe8114c59a,SKU015579,Black,S,Polyester,Men,Winter
c1ba7912-7451-4202-a874-d41ea99824e4,SKU015580,Blue,XS,Denim,Men,Summer
ce4cfebf-e317-4392-9e42-291c25c23fc9,SKU015581,Blue,XXXL,Cotton,Men,All Season
f3918ce9-19e8-4045-b91a-7b642e8f038f,SKU015582,Green,S,Polyester,Women,Summer
f0ccc0b7-db92-41a7-8c73-19264abdc2fd,SKU015583,Black,M,Polyester,Women,Summer
90c3ed24-8404-414e-84f2-8ae0c76bbe25,SKU015584,Red,XXXL,Cotton,Women,All Season
9b31c470-7a9f-4499-b553-ecebfed9c741,SKU015585,White,XL,Leather,Men,All Season
3b020a74-b297-45c1-8b77-e456d0a943a5,SKU015586,Red,M,Polyester,Men,Summer
77cded18-99af-4c99-8c3c-4ca8edbfd791,SKU015587,Black,XXXL,Polyester,Women,Summer
e7b562cd-cdce-461b-ac82-901b66bf5690,SKU015588,Red,L,Denim,Men,All Season
4c7b7602-0d44-46db-abfd-9112c4069bc1,SKU015589,Blue,XXXL,Cotton,Women,Winter
4ab0dd2e-4088-4f44-955f-6778a12216b9,SKU015590,Green,XL,Cotton,Men,Summer
d20cabcb-4760-4d53-a691-718c85711d23,SKU015591,Black,M,Leather,Men,Summer
ee8e94c1-7dc9-4be0-9fef-4e3775cb3a9c,SKU015592,Black,XL,Cotton,Women,All Season
0b28c5ba-eb3a-48f2-a621-67922df6cf43,SKU015593,Red,S,Cotton,Women,Winter
01a24812-5919-448a-ac07-12abf32102dc,SKU015594,Green,S,Leather,Men,Winter
b9393b54-c5a5-4736-b037-c67d142bbba1,SKU015595,Black,XS,Polyester,Men,All Season
fc011c03-bbf1-4313-8c72-f3874fc3ec8d,SKU015596,Green,XXL,Leather,Women,All Season
834df80f-f562-4ef2-b948-62edb03817c3,SKU015597,Blue,XXL,Polyester,Women,All Season
bda17c26-723a-477b-9949-620c34599a20,SKU015598,Green,XXL,Denim,Men,Winter
7c0ed484-2c96-4c33-a120-3a8bd5a5bc8d,SKU015599,Red,XXL,Denim,Men,Summer
5423ba70-9adc-4e5b-bac8-8fa430838972,SKU015600,Black,XS,Leather,Women,All Season
f9ee7677-5d95-4138-a906-25c1e3cc2e21,SKU015601,Blue,XXXL,Cotton,Women,Winter
47b0d2b9-218d-449f-af34-61caaf80e3ef,SKU015602,Green,L,Cotton,Men,Summer
a2c88e11-bf5c-49b8-84d6-099eba26b8bf,SKU015603,Green,XXL,Denim,Men,All Season
2177994f-bffa-4008-bf88-e48815f7d93d,SKU015604,Blue,L,Denim,Men,Winter
d27dc6f5-5711-48c3-bc2e-fce2e430c737,SKU015605,Red,S,Leather,Men,Summer
6748a876-2fad-4002-83b7-586d309c80ae,SKU015606,Green,XL,Polyester,Women,Winter
e6936a9b-94eb-4f28-87ee-7de007aeb684,SKU015607,White,S,Denim,Women,Summer
fae3f74a-97e3-4585-aecd-f6ba7c6fcfdd,SKU015608,Black,XL,Denim,Women,All Season
ca354f35-cc7a-49a0-a508-534d037293b3,SKU015609,Blue,XXXL,Cotton,Women,Winter
3264d1c4-e427-44cf-8eab-a672a1267250,SKU015610,Blue,S,Denim,Men,Winter
f33919f2-233e-4411-a847-328301f0ee99,SKU015611,Black,S,Denim,Men,Summer
ef21838d-5edb-4bdf-a2ca-1fc4deaf0291,SKU015612,Red,S,Cotton,Women,Summer
24949c8d-1099-475f-8529-650a7e5554c4,SKU015613,Red,L,Leather,Men,Winter
f4e5155e-9864-4723-bf8c-ef01d25cb82e,SKU015614,Blue,XXXL,Denim,Men,Summer
e7df0378-83b9-482b-a418-9b57b49db303,SKU015615,White,M,Leather,Men,All Season
38724e5e-0375-4f8a-b654-faed185ac6f4,SKU015616,White,S,Polyester,Women,Summer
2f67af09-d7cb-44fb-9a55-2fa0c9a122f2,SKU015617,Black,XL,Cotton,Women,Winter
42e700e6-12c1-47b8-82e7-000c2adc40a0,SKU015618,Green,M,Denim,Women,Winter
21b110b0-18b6-4901-8519-b11d18ee6abd,SKU015619,Black,M,Polyester,Women,Winter
c3f8b1dc-d692-40e4-9669-bdc1f467abb8,SKU015620,Blue,XS,Cotton,Men,Summer
8bba2d38-56de-488e-ba11-feb281ab67db,SKU015621,White,XXXL,Polyester,Women,All Season
30aebc2b-d512-44c3-add1-10a243182685,SKU015622,White,XL,Denim,Women,All Season
f8a3e2aa-114f-4095-935b-8a2ea83699f4,SKU015623,Green,XXL,Leather,Women,All Season
fdfc95b9-646b-484b-a7c1-f74525691528,SKU015624,Red,S,Polyester,Men,Summer
32c29e0e-2b99-49f7-bfbe-8ff18b2c0759,SKU015625,White,M,Cotton,Men,All Season
89999002-e096-42a3-8b03-23e7886fd23f,SKU015626,Blue,XXXL,Polyester,Women,All Season
4f88d659-0550-4759-8a5a-dc14ffc4a351,SKU015627,Blue,XXL,Denim,Men,All Season
145c4720-6812-4b1d-8847-6f865c4834c7,SKU015628,Black,L,Cotton,Women,All Season
38d277a9-2ffc-4d87-ac0a-cb9c9fa29cc6,SKU015629,Green,XXXL,Cotton,Women,Winter
5bf6a3d6-e88c-4bff-ba8a-406712c49d66,SKU015630,Blue,M,Cotton,Men,Winter
bf02adea-0d04-4a5e-9f8a-03bebecf700a,SKU015631,Black,M,Leather,Women,Summer
4298cf5b-500e-481d-8589-46ae09aa32cd,SKU015632,Green,XS,Leather,Women,Summer
38af7aba-b59f-4b48-9f41-a6191088337e,SKU015633,Green,M,Cotton,Women,All Season
a4b7a921-d58c-4134-b7df-5cd7b0134363,SKU015634,Green,L,Denim,Women,All Season
b160013c-0ee9-4ee6-aca6-c007ab346640,SKU015635,White,S,Leather,Women,Summer
bab25ff5-ff13-4e26-aa26-67386eaa4849,SKU015636,Green,XXL,Polyester,Men,Summer
83ce4a62-931e-4937-9aa2-e7434105cdd7,SKU015637,Red,XXXL,Polyester,Men,Summer
eda5d648-7d7a-4b10-8e09-1f2ce391a3e2,SKU015638,Green,S,Leather,Men,Summer
f93be90f-0002-4fba-99e0-fe6f027ebac4,SKU015639,Green,S,Denim,Women,All Season
50ef5c0d-1099-4a44-9185-ef3dc9fdc976,SKU015640,Black,XXL,Leather,Men,Winter
ab5e0f52-e25f-4d68-bf26-6a6cab51d34c,SKU015641,Black,M,Denim,Men,Winter
48309b22-97dc-467a-9e18-c1882391482d,SKU015642,Blue,S,Denim,Women,All Season
68b8ecfb-0b85-4b87-80e8-e46fff655014,SKU015643,White,XXL,Leather,Women,All Season
c281fb4d-7ed7-4c0c-b0de-860c634fc875,SKU015644,Blue,XXL,Polyester,Women,All Season
2ce578ef-72fc-4709-9b87-5c03cdca5922,SKU015645,Red,M,Leather,Women,All Season
05a791ee-65e3-4720-860e-b904e7d0b414,SKU015646,Red,M,Polyester,Men,Winter
683bf1b1-1d49-4d0a-ba6d-ace71831cb5f,SKU015647,White,M,Polyester,Men,Summer
b85ddb9b-9fb5-481d-87b2-45c03686152a,SKU015648,Red,S,Cotton,Men,Winter
ecbfb2be-a007-4a58-820c-e070cc35baea,SKU015649,White,L,Cotton,Men,Winter
c48b1be3-1f32-486d-8261-2df834537172,SKU015650,White,XL,Denim,Women,All Season
880302d6-22c6-429d-8775-0fe746c5dc5d,SKU015651,White,XXL,Cotton,Men,All Season
afe08312-0863-4631-812f-018959493145,SKU015652,White,XXL,Polyester,Men,Winter
0d2deee7-acab-4d81-bd7e-93ae465255d8,SKU015653,White,XL,Cotton,Women,Summer
e93b9ca2-046d-46ad-a05d-42cd26a64886,SKU015654,Blue,XL,Leather,Women,All Season
2048b32b-2dc7-4ce0-aba2-d34c28b2a13f,SKU015655,Red,XS,Denim,Women,Summer
ba4f7351-aaf7-48c1-8c32-e4f1653f5995,SKU015656,Blue,L,Polyester,Women,Winter
f221c460-468d-4629-9bda-175541de780b,SKU015657,Green,S,Cotton,Women,All Season
a6793e69-b41f-4ed6-b73c-78d0812c9be1,SKU015658,Green,S,Polyester,Women,All Season
6d3b7309-f1ef-4890-9520-a2ce8d3b5ac9,SKU015659,White,XXL,Denim,Women,Winter
abc3377e-295c-4257-ada8-d60407503d34,SKU015660,Blue,S,Cotton,Women,Summer
